Paths,GB2014,GB2015,GB2016,US2014,US2015,US2016
Path 341,0.02442877,0.03893722,0.03769924,0.02272185,0.04051912,0.03603313
Path 342,0.01924073,0.02229327,0.04301416,0.004532121,0.002261482,0.02560986
Path 343,0.02275955,0.02779322,0.03601295,0.01528475,0.0360263,0.05000726
Path 344,0.02739493,0.02658028,0.03498331,0.03170326,0.0230609,0.0247758
Path 345,0.02955552,0.02842554,0.05081536,0.03809171,0.03441272,0.05786982
Path 346,0.007443637,0.04604315,0.04280287,0.009708613,0.0315717,0.0460849
Path 347,0.01525844,0.03191759,0.05534682,0.006628011,0.01457118,0.03275592
Path 348,0.04120219,0.03726379,0.04612176,0.03914956,0.02128828,0.03440601
Path 349,0.001881108,0.0192351,0.02699108,-0.006844153,0.009164732,0.009309587
Path 350,0.005611194,0.0162053,0.02557541,-0.003582363,0.006685744,0.01819097
Path 351,0.01106332,0.0235457,0.01865688,0.008177046,0.01197959,0.01575279
Path 352,0.0160213,0.008682551,0.02722562,0.002972895,-6.77E-05,0.007798478
Path 353,0.01836456,0.03317996,0.03345733,0.0150538,0.02732977,0.02983672
Path 354,0.01283687,0.01497707,0.01833377,0.005065783,0.01592405,0.008855835
Path 355,0.02781269,0.04112346,0.055584,0.01510903,0.02377371,0.02972606
Path 356,0.02264502,0.02120906,0.03443411,0.008773873,0.008957847,0.00727984
Path 357,0.01961275,0.0323917,0.05529814,0.01390557,0.03065175,0.06028
Path 358,0.01361049,0.02929567,0.02435347,0.01136834,0.01913127,0.03380203
Path 359,0.02939846,0.02217458,0.03626963,0.01489018,0.01333585,0.02774515
Path 360,0.00554059,0.02876539,0.03387667,0.01720411,0.03097365,0.03051497
Path 361,0.009058373,0.0138037,0.01962271,0.02085422,0.02283745,0.02351127
Path 362,0.002157896,0.005318373,0.008437071,-0.000361683,0.01151191,0.01561211
Path 363,0.023208,0.02253619,0.01226749,0.01130586,0.01113731,0.01597279
Path 364,-0.001262551,0.01917575,0.02995823,-0.002301679,0.01987856,0.01998224
Path 365,0.01966408,0.03047272,0.0442306,0.02137608,0.0270578,0.04221261
Path 366,0.0320413,0.02962516,0.03346673,0.01648287,0.01746706,0.02456863
Path 367,0.009318629,0.01649523,0.03649635,0.001598769,0.01069347,0.04736109
Path 368,0.01196633,0.02631411,0.01839798,0.009389513,0.02545506,0.02073354
Path 369,0.01191305,0.02323697,0.02414881,0.008113721,0.01857301,0.01964063
Path 370,0.01133613,0.001379398,0.02582434,0.004203213,-0.000539581,0.02262238
Path 371,0.02540712,0.02274782,0.0321985,0.00545278,0.007514894,0.000544723
Path 372,0.0242762,0.01967132,0.01710259,-0.000178014,0.001382893,-0.003413933
Path 373,0.008072072,0.02074651,0.007904341,-0.001268377,0.007169552,0.006242755
Path 374,0.03402127,0.04118658,0.05379996,0.01928932,0.02935389,0.03554695
Path 375,0.03410851,0.03079657,0.04144295,0.02609725,0.007829556,0.01848479
Path 376,0.01085074,0.01849876,0.03710081,0.006136148,0.01910607,0.02364139
Path 377,0.01842604,0.0212901,0.02350884,0.01359413,0.01041048,0.01737427
Path 378,0.02005514,0.02678702,0.01904224,0.004995289,0.01857063,0.02531825
Path 379,0.02395456,0.02003535,0.03215866,0.02168448,0.01830432,0.02508557
Path 380,0.01854001,0.04828359,0.03986138,0.01001117,0.03642847,0.03243819
Path 381,0.01167991,0.03209457,0.03055735,0.01275638,0.03381794,0.03559558
Path 382,0.007882924,0.02453606,0.05205914,0.01427018,0.03088996,0.05308304
Path 383,0.01891486,0.01657709,0.02597638,0.01281441,0.007298113,0.01318846
Path 384,0.01617209,0.01215027,0.02708719,0.01333393,0.001971533,0.01797649
Path 385,0.02738407,0.03716892,0.04108225,0.0259244,0.03582181,0.04248189
Path 386,0.01914706,0.009317917,0.02374666,0.008989193,0.000423635,0.009552908
Path 387,0.00140766,-0.000489252,0.009038863,0.000416755,-0.004185969,0.006711115
Path 388,0.001727902,0.0169586,0.03231491,0.01110087,0.02169839,0.03832502
Path 389,0.0307605,0.01755518,0.02456776,0.01583482,0.00596154,0.007885837
Path 390,0.0183161,0.01382413,0.02236161,0.01599793,0.01384543,0.02311944
Path 391,0.001187151,0.01379098,0.003307776,-0.002379409,0.01666963,0.007235019
Path 392,0.02735991,0.03091995,0.04944997,0.0221877,0.01704417,0.04275273
Path 393,0.02915279,0.02913545,0.04512299,0.01950485,0.01807155,0.04013121
Path 394,0.01199195,0.02273072,0.04787305,0.0097329,0.02132653,0.04876212
Path 395,0.01702969,0.03023878,0.03083935,0.000225965,0.0117952,0.01976219
Path 396,0.01972894,0.02308116,0.02535086,0.01513685,0.01282921,0.02707201
Path 397,0.02292971,0.01251362,0.000133838,0.01332528,-0.004716106,-0.004241519
Path 398,0.01231225,0.01963344,0.0325117,0.01471243,0.02175548,0.02165681
Path 399,-0.004839053,0.009999327,0.01763164,-0.01281324,-0.00036948,0.004682486
Path 400,0.008708743,0.007621604,0.006592534,-0.000640944,-0.008726431,-0.007092026
Path 401,0.002647279,0.02223911,0.01887872,0.007201752,0.01436883,0.01888836
Path 402,0.02010355,0.02856361,0.02972588,0.01788031,0.01778795,0.01528025
Path 403,0.02176781,0.04283677,0.03606983,0.02553998,0.05087411,0.04133869
Path 404,0.01071127,0.02508475,0.01697531,-0.0133332,0.000857684,0.01067447
Path 405,0.02782125,0.05098607,0.06675589,0.0259865,0.04392959,0.05224945
Path 406,0.008805581,0.02167904,0.04039687,0.00794554,0.01701577,0.03367156
Path 407,0.01093641,0.02308295,0.03619338,0.01517404,0.02546093,0.03077305
Path 408,0.01507227,0.03766351,0.0514275,0.008337473,0.03938949,0.04774087
Path 409,0.01943337,0.02578531,0.03120099,0.01538293,0.0219533,0.02683729
Path 410,0.01466143,0.03587075,0.01978246,0.006677564,0.0292182,0.01337465
Path 411,0.009415463,0.03802846,0.05312881,0.025594,0.05351757,0.0698162
Path 412,0.02322011,0.04137823,0.03816037,0.01324382,0.03231735,0.03619492
Path 413,0.009965389,0.02582937,0.02837483,0.01520495,0.03452711,0.03619779
Path 414,0.02143707,0.03178183,0.02557608,0.005872056,0.01390067,-0.007893921
Path 415,0.01067928,0.02277222,0.03412311,0.0134152,0.01726241,0.02088814
Path 416,0.00957034,0.01340366,0.02624344,-0.001597366,0.007700116,0.03599907
Path 417,0.01645968,0.04213397,0.04304851,0.01405208,0.02925122,0.03470591
Path 418,0.000357777,0.02892918,0.04835953,0.007975052,0.01978644,0.0313402
Path 419,0.02197297,0.0254312,0.02698106,0.00769498,0.01763181,0.01759921
Path 420,0.01076113,0.01617707,0.01250769,0.01533375,0.02294746,0.009687287
Path 421,0.0162176,0.03460561,0.02584655,0.00515259,0.02565155,0.02622113
Path 422,0.01615915,0.02664517,0.04289782,0.009786929,0.02135858,0.02840878
Path 423,0.04577814,0.02043245,0.02456621,0.03186312,0.02422268,0.02843027
Path 424,0.02552454,0.04114607,0.05138236,0.01879647,0.0313355,0.03405775
Path 425,0.009601908,0.01354486,0.03887696,0.006853364,0.01789862,0.04200656
Path 426,-0.000453094,-0.00175375,0.01337593,-0.006055773,-0.0153568,0.004638622
Path 427,0.0166392,0.02705683,0.0423377,0.01282696,0.01515759,0.0350131
Path 428,0.01658625,0.03506927,0.05597395,0.01154682,0.02903888,0.02524477
Path 429,0.002554696,0.003054347,0.002207762,-0.009604889,-0.006828054,-0.005050946
Path 430,0.02010358,0.0437858,0.03950886,0.01441497,0.03721561,0.04235583
Path 431,0.01563342,0.04440165,0.04262954,0.004978297,0.03717908,0.03412147
Path 432,0.006477444,0.006552547,0.01713969,0.005965479,-0.01143226,-0.004025432
Path 433,0.009013604,0.02260134,0.02245234,0.0158276,0.0245051,0.02859021
Path 434,0.02086439,0.01127614,0.03190007,0.01818547,0.01372342,0.03843165
Path 435,0.02552117,0.03270542,0.04527871,0.02342031,0.03942461,0.05859447
Path 436,0.01770308,0.02292187,0.02472883,0.007383669,0.02545716,0.02849685
Path 437,0.0198891,0.03748154,0.04044548,0.006724048,0.03072745,0.04199724
Path 438,0.0274923,0.01778045,0.02131112,0.03092921,0.01293352,0.01108384
Path 439,0.01880588,0.01838961,0.03392527,0.002906061,0.001200042,0.02045676
Path 440,0.02498821,0.024504,0.03898103,0.02637753,0.01099838,0.01274461
Path 441,0.01730545,0.02131511,0.0325052,0.01476363,0.02358742,0.03381417
Path 442,0.03460124,0.04774453,0.04186794,0.02405258,0.05562117,0.04838367
Path 443,0.006775726,0.005501916,0.02424433,0.007619559,0.000118763,0.02309393
Path 444,0.00970732,0.02422446,0.03417765,-0.000804914,0.008107857,0.009415158
Path 445,0.01722651,0.03275585,0.03595081,0.01143595,0.02246569,0.03056016
Path 446,0.000230174,0.01174394,0.02916165,0.000123182,0.005496845,0.02482379
Path 447,0.01873943,0.01453398,0.01850801,0.02826964,0.02819867,0.02213909
Path 448,0.02145803,0.02715507,0.03398812,0.01777508,0.03657241,0.04199351
Path 449,0.02385511,0.03422349,0.04053337,0.02029017,0.03458101,0.04233305
Path 450,0.01306188,0.02797343,0.04852626,0.01443887,0.02034268,0.04439861
Path 451,0.02371274,0.04728238,0.03225748,0.01512697,0.03329749,0.02598451
Path 452,0.01102557,0.02105539,0.04055855,0.005309209,0.004810872,0.02026032
Path 453,0.01348975,0.01458823,0.004512692,0.02266828,0.02319013,0.02476022
Path 454,0.009216655,0.01589056,0.03831603,0.01054082,0.02128038,0.03527313
Path 455,0.005270078,0.007978748,0.01180716,-0.000765233,-0.001781627,-0.000312165
Path 456,0.04556889,0.03665486,0.05264153,0.02472918,0.02148451,0.0520647
Path 457,0.000679633,0.01451604,0.01544705,0.004160581,0.01036021,0.008767214
Path 458,-0.000734067,0.00312618,0.001147761,-0.01059347,0.000309523,-0.003972535
Path 459,0.01334741,0.02169683,0.02790757,0.01329075,0.02261687,0.03912393
Path 460,0.01614768,-0.003332529,0.0282044,0.01704388,0.006088998,0.03263474
Path 461,0.01265152,0.01845367,0.02548811,0.006993771,0.003470121,0.02051171
Path 462,0.007157406,0.01655147,0.01076606,0.006788015,0.009888354,0.0048221
Path 463,0.01352083,0.01243778,0.02349325,0.01040165,0.003998574,0.0119137
Path 464,0.01344735,0.01907233,0.009841339,0.002898861,0.00880489,0.01348013
Path 465,0.01994748,0.01153432,0.02356111,0.01974486,0.01814473,0.02361362
Path 466,0.04120408,0.0376579,0.02683411,0.03359234,0.01357991,0.02540482
Path 467,0.02608262,0.01834297,0.01876495,0.02135475,0.01411449,0.003718998
Path 468,0.02119386,0.02060739,0.02719977,0.01828378,0.02165257,0.02067636
Path 469,0.03289132,0.04060199,0.04740975,0.02363468,0.03405756,0.04621621
Path 470,0.02376126,0.02237299,0.02959421,0.01580124,0.007982014,0.0182494
Path 471,0.02750475,0.037492,0.02269628,0.02393859,0.03658747,0.02124455
Path 472,0.01854157,0.02308342,0.01475179,0.0196376,0.02236148,0.02342891
Path 473,0.01851828,0.02149269,0.04244854,0.01777293,0.02017797,0.05663237
Path 474,0.02109801,0.04715254,0.03928665,0.01266189,0.04381758,0.02856722
Path 475,0.00952511,0.02386956,0.04702328,0.008442377,0.02126668,0.04455488
Path 476,0.01930925,0.01439272,0.02627287,0.02722732,0.02431325,0.02320494
Path 477,0.02452387,0.01917114,0.04201834,0.02311493,0.01826286,0.04111826
Path 478,0.03016897,0.03958613,0.03037267,0.03017068,0.03272894,0.01865691
Path 479,0.02453377,0.009000774,0.0264991,0.009495648,0.002420938,0.006737285
Path 480,0.007774957,0.02138051,0.01432151,0.02246794,0.01854399,0.01229971
Path 481,0.01638571,0.02270108,0.01893402,0.01395685,0.03101472,0.02841131
Path 482,0.008949236,0.007496335,0.006564101,-0.001714072,-0.001095976,0.005056485
Path 483,0.01720522,0.02711617,0.05383808,0.009189829,0.02636145,0.05177537
Path 484,0.01155493,0.01425813,0.008255372,-0.007591423,0.000205233,0.000706537
Path 485,0.01468541,0.0141048,0.01964452,0.01048222,0.005325847,0.005571275
Path 486,0.01853674,0.003486689,0.02889265,0.008268475,0.008914982,0.03013224
Path 487,0.002830694,0.01727601,0.02853689,0.003830675,0.03591939,0.05007955
Path 488,0.01259548,0.03093968,0.05939587,0.01010009,0.02773351,0.06490791
Path 489,0.03782193,0.03055342,0.04700886,0.02502711,0.02681052,0.05322232
Path 490,0.02102226,0.04171298,0.01636509,0.01104933,0.03166386,0.01805666
Path 491,0.006104067,0.003542744,0.01409055,0.006684303,0.006069695,0.0194089
Path 492,0.02699665,0.03165317,0.02340359,0.02453505,0.03102634,0.03116882
Path 493,0.01361023,0.03541258,0.03297186,0.008157219,0.01767817,0.02270729
Path 494,0.009768575,0.01207476,0.0387626,-0.000956041,0.000979926,0.01843129
Path 495,0.01666793,0.03117925,0.03698398,0.01332297,0.03198117,0.04522385
Path 496,0.01423345,0.02184571,0.05866875,0.007335434,0.02328615,0.0713163
Path 497,0.006486244,0.01327651,0.01981402,0.01392369,0.007366136,0.01684511
Path 498,0.008653773,0.03218408,0.02352424,0.01033705,0.02363723,0.01133981
Path 499,0.01986572,0.03929449,0.04705716,0.004694213,0.02815128,0.04587225
Path 500,0.01712136,0.03362671,0.04951887,0.01168946,0.0296496,0.04517365
Path 501,0.01960375,0.01070353,0.02831336,0.01472998,0.0160788,0.02883771
Path 502,0.02054466,0.01618466,0.01229389,0.01533471,0.01565937,0.01534259
Path 503,0.005936804,0.01829192,0.01661191,-0.00248643,0.002353245,-0.001079151
Path 504,-0.008317125,0.01634421,0.0189033,-0.007730159,0.01425798,0.005800311
Path 505,0.02952334,0.0300176,0.04989222,0.0242542,0.02964817,0.04729424
Path 506,0.02583223,0.06436937,0.06658343,0.01320847,0.05399317,0.06548844
Path 507,0.01572899,0.01703542,0.02395686,0.00855602,0.01775947,0.01516646
Path 508,0.007614876,0.01167069,0.02181514,0.01336442,0.0172067,0.02944229
Path 509,0.0166612,0.0292745,0.02649575,0.008729423,0.02879845,0.02232842
Path 510,0.007077079,0.03666846,0.05592828,0.002015819,0.012647,0.01395385
Path 511,0.006923896,0.01442533,0.02213711,-0.002510172,0.00559024,0.001116053
Path 512,0.03719499,0.03371213,0.04655593,0.01993009,0.01526696,0.03311364
Path 513,0.02321307,0.02422428,0.01080801,0.02196973,0.02396799,0.006375403
Path 514,0.02123037,0.0352345,0.0273891,0.02047681,0.01558492,0.0127981
Path 515,0.01194815,0.009865484,0.01408342,1.05E-05,0.003566667,0.0152489
Path 516,0.02241366,0.02361515,0.02501978,0.008510236,0.01021349,0.02492845
Path 517,0.01580292,0.03012279,0.02840845,0.01715163,0.02582719,0.03624486
Path 518,0.01790981,0.0186678,0.02690198,0.003635164,0.0163018,0.02386989
Path 519,0.0406413,0.03935587,0.02741464,0.03024526,0.02051319,0.001288843
Path 520,0.01968412,0.01848746,0.02862372,0.003558758,0.01341297,0.01690058
Path 521,0.0225015,0.03785958,0.04769027,0.01712679,0.02867745,0.03571588
Path 522,0.03075101,0.0371564,0.0445512,0.03536927,0.04965075,0.07163558
Path 523,0.01183077,0.04106375,0.0533705,0.01423632,0.04199846,0.04254637
Path 524,0.008460323,0.04459163,0.04354754,0.007011609,0.04737578,0.04115412
Path 525,0.01448691,0.02042659,0.02524549,0.01247853,0.02328253,0.02876832
Path 526,0.009412048,0.02567159,0.03619164,0.005504047,0.007861765,0.02638959
Path 527,0.02361197,0.03502699,0.03577022,0.01157547,0.01931266,0.01721017
Path 528,0.02783226,0.02456587,0.02992562,0.02390016,0.02883218,0.03960397
Path 529,0.03535173,0.0572367,0.06577761,0.02883041,0.03127604,0.0449243
Path 530,0.01434274,0.02716794,0.02660988,0.01614738,0.02741019,0.03170485
Path 531,0.01117336,0.01769045,0.04115622,0.009924128,0.01309593,0.03564331
Path 532,0.03927684,0.0338981,0.03665681,0.03134195,0.03397373,0.04327988
Path 533,0.02053493,0.02030988,0.02711971,0.01448045,0.01113133,0.02397032
Path 534,0.0135153,0.01838356,0.03254654,0.006041998,0.01288653,0.03404099
Path 535,-0.004247903,0.003388933,0.001890855,-0.002362657,0.001643783,0.006117188
Path 536,0.03646919,0.03383496,0.03267568,0.02304199,0.02924769,0.03435901
Path 537,0.007120552,0.02885018,0.03019921,0.000966016,0.02245868,0.02869133
Path 538,0.01613252,0.02101371,0.05553538,0.008556156,0.01116994,0.03092364
Path 539,0.01531489,0.02688725,0.05173848,0.01399073,0.01183589,0.0285911
Path 540,0.0285758,0.02595479,0.0182872,0.01407831,0.004143471,0.006547083
Path 541,0.01350754,0.02276386,0.02878196,0.007579959,0.02736934,0.03472653
Path 542,0.02872429,0.04896371,0.0510852,0.02986302,0.04360841,0.05136467
Path 543,0.01200161,0.03168334,0.03720894,0.0144129,0.02752492,0.03284085
Path 544,0.00830191,0.01200028,0.0151144,2.08E-05,0.008246631,0.00682119
Path 545,0.002343363,0.02353361,0.04274594,0.006699703,0.02091886,0.04599457
Path 546,0.01733181,0.03285824,0.04962674,0.000770974,0.02500731,0.03810017
Path 547,0.01945252,0.02839661,0.02165223,0.01102154,0.02476714,0.01626335
Path 548,0.01433088,0.0203219,0.03646205,0.00542752,0.01280241,0.02748136
Path 549,0.02969651,0.03131706,0.01464921,0.02879815,0.02149337,0.01222953
Path 550,0.01314223,0.03324449,0.02589089,0.02134433,0.0519724,0.04291388
Path 551,0.003680328,0.02992878,0.03069604,0.00881516,0.02795717,0.03089724
Path 552,0.0169671,0.03147206,0.02944983,0.02020017,0.0347298,0.0325359
Path 553,0.01380406,0.01918902,0.03304034,0.004059734,0.01930666,0.02887317
Path 554,0.008476127,0.01459412,0.02850932,-0.005357545,0.006382213,0.03880042
Path 555,0.02689667,0.0346611,0.01419193,0.008099888,0.009956785,0.01341183
Path 556,0.02072542,0.02350291,0.04646409,0.0298823,0.01875411,0.03072477
Path 557,0.01481469,0.031044,0.04619438,0.001872482,0.0202371,0.02686839
Path 558,0.02213258,0.04514909,0.0494596,0.00769097,0.03784586,0.03821472
Path 559,0.000995926,-0.002610546,-0.004465354,-0.001884859,0.000400856,0.001944264
Path 560,0.02467849,0.03894377,0.02500744,0.01588889,0.01394448,0.01628856
Path 561,0.007925949,0.04056346,0.04696243,0.005644597,0.03537483,0.03792129
Path 562,0.006826372,0.0159765,0.02152617,-0.003603889,0.006492984,0.01871951
Path 563,0.02247952,0.02200093,0.02011369,0.008321272,0.01018573,0.02242374
Path 564,0.01279934,0.01645506,0.01583735,0.003096029,-0.000401132,0.007323087
Path 565,-0.00058466,0.02947489,0.03476036,0.01214619,0.01905423,0.02873634
Path 566,0.01056973,0.017815,0.0287054,0.001280727,0.01425038,0.02690091
Path 567,0.01852828,0.05307893,0.06155327,0.009704135,0.03625476,0.03447708
Path 568,0.02926321,0.00707112,0.02112021,0.02349081,0.02167206,0.01739063
Path 569,0.007408919,0.008304568,0.01387598,-0.001108425,0.000541133,0.01679454
Path 570,0.01202707,0.03168808,0.0214925,0.00745822,0.03874286,0.02551184
Path 571,0.006149787,0.01764168,0.03617742,-0.003661148,0.01177471,0.03684787
Path 572,0.003318467,0.01316219,0.01236122,0.002817785,0.006935126,0.02018367
Path 573,0.01575659,0.03065531,0.03958811,0.0143705,0.02543218,0.03294073
Path 574,0.009273104,0.02044584,0.006550412,0.009782394,0.01611823,-0.001242091
Path 575,0.01111498,0.02088196,0.02516866,-0.000449314,0.007559398,0.01633638
Path 576,0.008290417,0.007388639,0.017522,0.007922761,0.009221504,0.01294278
Path 577,0.005181092,0.02921143,0.03291752,0.01651566,0.02839893,0.02715493
Path 578,0.004973127,0.03024258,0.05089194,0.0006597,0.01724121,0.02772504
Path 579,0.0189805,0.02859806,0.01608393,0.02854388,0.02387584,0.02135136
Path 580,0.01552638,-0.001119797,0.005267219,0.01095792,-0.008056938,0.006371841
Path 581,0.0195015,0.02083368,0.04691632,0.01991142,0.02169151,0.0367221
Path 582,0.007093521,0.01390974,0.02819163,0.007365556,0.000663006,0.01320369
Path 583,0.03459414,0.02488028,0.03859836,0.02434364,0.02312991,0.04557738
Path 584,0.01329059,0.0313514,0.04456288,0.01344639,0.0370567,0.04470499
Path 585,0.03135786,0.01772726,0.03397547,0.02008799,0.01211249,0.0262317
Path 586,0.001217887,0.01029599,0.0241165,0.01379332,0.0315439,0.04837224
Path 587,0.03130084,0.0287562,0.02168762,0.01489937,0.00429763,0.01052122
Path 588,0.01056721,-0.004132454,0.008215226,0.003695013,-0.01147828,0.007540095
Path 589,0.008585431,0.008530105,0.02325846,-0.006086813,-0.000300618,0.01051638
Path 590,0.009271086,0.02555615,0.03279939,0.01334292,0.0422998,0.05730623
Path 591,0.01421107,0.01077016,0.03776137,0.01638475,0.02038743,0.03721011
Path 592,0.02304066,0.03487009,0.03558809,0.01552166,0.03490065,0.02305753
Path 593,0.01202246,0.03414918,0.01822615,0.01424969,0.04608312,0.0282213
Path 594,0.009418609,0.0350933,0.04165099,0.01425541,0.04872168,0.05521293
Path 595,0.020514,0.05278413,0.05779161,0.01430842,0.04009847,0.03212747
Path 596,0.00294812,0.007790652,0.01980972,0.000546142,0.007530675,0.01276434
Path 597,-0.000346898,0.02221006,0.02868439,0.005425811,0.01261399,0.01604787
Path 598,0.01302576,0.02363719,0.03287995,0.01616064,0.01492967,0.03080916
Path 599,0.02633341,0.01875838,0.02511236,0.01296403,0.004021428,0.03039636
Path 600,0.01234062,0.01511344,0.03801735,0.0026356,0.006357609,0.01983001
Path 601,0.02292084,0.04435398,0.06737867,0.016888,0.0388277,0.04629535
Path 602,0.02237173,0.02422343,0.03565571,0.01805859,0.02928617,0.05287348
Path 603,0.0270036,0.03972301,0.04886103,0.01803382,0.03137803,0.03743472
Path 604,0.02771956,0.04394263,0.03465043,0.01321183,0.03148971,0.0177169
Path 605,0.04479149,0.05569355,0.05043177,0.02774735,0.03794901,0.02654135
Path 606,0.03303951,0.02825217,0.02416412,0.02665264,0.02605649,0.01427344
Path 607,0.003436633,0.02612293,0.0163526,0.002554892,0.02741317,0.02967531
Path 608,0.02195814,0.02077487,0.02825469,0.001479441,0.002833234,0.008931543
Path 609,0.01913031,0.01129651,0.02278961,0.02340824,0.01967736,0.02581279
Path 610,0.0222797,0.02185725,0.03064919,0.01187281,-0.002048995,0.007425587
Path 611,0.00545165,0.02652229,0.02897922,0.000757031,0.0243884,0.01495254
Path 612,0.006490458,0.02126156,0.02453887,0.01632399,0.01339189,0.02625047
Path 613,0.03194378,0.04895606,0.03383561,0.02134538,0.0227285,0.02444754
Path 614,0.0181129,0.02260326,0.02820381,0.01642002,0.030138,0.02863741
Path 615,0.01526927,0.01467667,-0.003328542,0.004275441,-0.003528595,-0.005575979
Path 616,0.008251778,0.01833337,0.03864793,-0.004225339,0.004883729,0.01878176
Path 617,0.009911729,0.01396567,0.008416626,0.002634605,0.01313325,0.008890082
Path 618,0.02404822,0.02141397,0.01885763,0.01388401,0.01172612,0.01711468
Path 619,0.01434027,0.02717998,0.01788989,0.01271863,0.009702178,0.004566921
Path 620,0.01830657,0.02948184,0.04285495,0.01265037,0.03024498,0.04433392
Path 621,0.01531351,0.02697009,0.02631441,0.01356485,0.01928333,0.002893427
Path 622,0.03364799,0.04738193,0.0559973,0.0158438,0.02601624,0.03426305
Path 623,0.004373654,0.0157235,0.03086763,-0.001318301,0.00458227,0.01278423
Path 624,0.009483288,0.02304865,0.03765329,0.009379643,0.01849737,0.02807108
Path 625,0.01856022,0.005529936,0.02675522,0.006909892,0.006934506,0.02191961
Path 626,0.002618271,0.04614926,0.03561196,-0.000569491,0.02970965,0.009156131
Path 627,0.0137958,0.01304848,0.03728239,0.003941966,0.003771296,0.01811849
Path 628,0.0046735,0.03102132,0.03501479,0.00072537,0.03077543,0.02768977
Path 629,-0.00014637,0.0228872,0.04449647,0.001879686,0.01514377,0.03262738
Path 630,0.002483353,0.02884825,0.02737779,-0.008899977,0.01222782,0.01728596
Path 631,0.01640374,0.04024931,0.03797696,0.01922254,0.01950867,0.02228488
Path 632,0.01644326,0.01497956,0.03097508,0.009947906,0.01513276,0.01043196
Path 633,0.01102956,0.001000165,0.01749403,-0.002604878,-0.01333072,0.02081418
Path 634,0.02618382,0.03480401,0.04044778,0.01885152,0.04500964,0.04970297
Path 635,0.01602093,0.002129753,0.03259583,0.01090489,0.003458927,0.02237621
Path 636,0.01303302,0.001344834,0.02359979,0.005586139,0.01017149,0.0267603
Path 637,0.009045171,0.003749403,0.004653441,0.007311414,0.006324835,0.003100941
Path 638,0.01730214,-0.004651614,0.01283992,0.009286996,-0.008049962,0.00533912
Path 639,0.01536706,0.01640399,0.03245166,0.01177377,0.01100898,0.02443121
Path 640,0.01238689,0.002355905,0.006655241,0.004065795,-0.003755787,-0.006641708
Path 641,0.008718475,0.02223808,0.03600724,0.003458102,0.01459566,0.03048211
Path 642,0.02881071,0.02340851,0.02432676,0.0173713,0.02322508,0.02967253
Path 643,0.01921161,0.01688263,0.05420842,0.01149832,0.01796654,0.0595004
Path 644,0.03607646,0.04669721,0.03678862,0.02053116,0.02065182,0.03401381
Path 645,0.02128896,0.02071878,0.02401883,0.03688086,0.02471781,0.03808904
Path 646,0.04759938,0.04405918,0.04882019,0.04841422,0.0319556,0.03993963
Path 647,0.02964211,0.02726531,0.01873165,0.0220917,0.0304347,0.01096389
Path 648,0.01750883,0.03015884,0.02790058,0.01469057,0.02046708,0.02507301
Path 649,0.01794639,0.01533454,0.005983276,-0.000852108,0.005606129,-3.88792E-05
Path 650,0.02780263,0.0192142,0.0293004,0.0191039,0.009953974,0.01655043
Path 651,0.003750393,0.01334521,0.01271834,0.005725148,0.01032729,-0.001800099
Path 652,0.03657663,0.02645045,0.03633805,0.04535162,0.04117678,0.04913151
Path 653,-0.001191673,0.01025345,0.04893425,-0.007513928,0.000930339,0.04393607
Path 654,0.01545382,0.01091188,0.02655406,0.01660262,0.02542419,0.04367602
Path 655,0.01285541,0.01993002,0.01929408,0.01535036,0.01202812,0.01933057
Path 656,-0.001685457,0.006459759,0.007423653,0.01198378,0.004624914,0.01057925
Path 657,0.01644313,0.009853767,0.04087497,0.02116918,0.005305129,0.03165534
Path 658,0.01883489,0.02546921,0.03019758,0.02282074,0.04144191,0.04864971
Path 659,0.0302753,0.02967308,0.03109319,0.007949321,0.02423391,0.01489244
Path 660,0.01162864,0.02827245,0.04246631,0.00605216,0.01834514,0.02458806
Path 661,0.00871667,0.02305263,0.03061357,0.00770954,0.02148161,0.01997095
Path 662,0.01495002,0.01558696,0.04477882,0.02558874,0.02190175,0.03624483
Path 663,0.00785364,0.006526017,0.02452624,-0.002722492,-0.007572123,0.01294243
Path 664,0.006824793,0.003422144,0.02036827,0.003718923,-0.003081215,0.01650194
Path 665,0.01552703,0.02757278,0.03800961,0.01360671,0.03255551,0.03857718
Path 666,0.009457513,0.02035551,0.03853143,0.009886533,0.01123527,0.01369461
Path 667,0.007331681,0.03573057,0.03606234,0.00677391,0.04670678,0.04008574
Path 668,0.01503303,0.01226783,0.01932599,0.01522183,0.02052715,0.01132756
Path 669,0.02283907,0.02510476,0.03196999,0.003762266,0.009550102,0.01727178
Path 670,0.02321686,0.04001115,0.04085381,0.0174098,0.02235107,0.02909329
Path 671,0.02200336,0.02395282,0.01377408,0.02789605,0.02201664,0.02634934
Path 672,0.0385108,0.0239101,0.02556209,0.03738455,0.01640135,0.02811081
Path 673,0.01455355,0.01632448,0.05203252,-0.008185807,0.004885418,0.04133666
Path 674,0.01830898,0.03085787,0.03327437,0.01022853,0.01825006,0.03907301
Path 675,0.004896221,0.006007771,0.005303339,0.002525622,0.001685759,0.01894537
Path 676,0.01341926,0.01458661,0.02935698,0.00196616,0.01191025,0.02235389
Path 677,0.01038386,0.01599788,0.01630261,0.007783463,0.007772061,0.002265786
Path 678,0.01026246,0.01848164,0.01201561,0.001255439,0.004390245,0.000176462
